Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_223.jpg;0;0;1;0;99.66999;85.58897;0.0002392051;46.24173;-1.868359E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_284.jpg;0;0;0;0;99.66999;85.58897;0.0002384143;46.24173;-3.335946E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_351.jpg;0;0;0;0;99.66999;85.58897;0.0002379995;46.24173;-4.307586E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_417.jpg;0;0;0;0;99.66999;85.58897;0.0002379211;46.24173;-4.971581E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_484.jpg;0;0;0;0;99.66999;85.58897;0.0002377636;46.24173;-5.724867E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_551.jpg;0;0;0;0;99.66999;85.58897;0.0002374669;46.24173;-6.131535E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_617.jpg;0;0;0;0;99.66999;85.58897;0.0002372891;46.24173;-6.547947E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_685.jpg;0;0;0;0;99.66999;85.58897;0.0002370914;46.24173;-6.914842E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_751.jpg;0;0;0;0;99.66999;85.58897;0.0002371312;46.24173;-7.013878E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_817.jpg;0;0;0;0;99.66999;85.58897;0.0002371312;46.24173;-7.013878E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_883.jpg;0;0;0;0;99.66999;85.58897;0.0002370715;46.24173;-6.865331E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_10_951.jpg;0;0;0;0;99.66999;85.58897;0.000236992;46.24173;-6.66726E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_018.jpg;0;0;0;0;99.66999;85.58897;0.0002369717;46.24173;-6.330381E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_084.jpg;0;0;0;0;99.66999;85.58897;0.000237169;46.24173;-5.676131E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_151.jpg;0;0;0;0;99.66999;85.58897;0.0002372872;46.24173;-5.111165E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_218.jpg;0;0;0;0;99.66999;85.58897;0.0002373854;46.24173;-4.496688E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_284.jpg;0;0;0;0;99.66999;85.58897;0.0002373051;46.24173;-3.7239E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_351.jpg;0;0;0;0;99.66999;85.58897;0.000236829;46.24173;-3.397553E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_417.jpg;0;0;0;0;99.66999;85.58897;0.00023665;46.24173;-2.951894E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_483.jpg;0;0;0;0;99.66999;85.58897;0.0002364114;46.24173;-2.357687E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_550.jpg;0;0;0;0;99.66999;85.58897;0.0002362325;46.24173;-1.912028E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_617.jpg;0;0;0;0;99.66999;85.58897;0.0002360535;46.24173;-1.466375E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_684.jpg;0;0;0;0;99.66999;85.58897;0.0002359732;46.24173;-6.935934E-07
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_751.jpg;0;0;0;0;99.66999;85.58897;0.0002360317;46.24173;1.992564E-08
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_817.jpg;0;0;0;0;99.66999;85.58897;0.0002360901;46.24173;7.334447E-07
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_884.jpg;0;0;0;0;99.66999;85.58897;0.0002361681;46.24173;1.684801E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_11_950.jpg;0;0;0;0;99.66999;85.58897;0.0002362862;46.24173;2.249761E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_12_016.jpg;0;0;0;0;99.66999;85.58897;0.0002364442;46.24173;2.715684E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_12_084.jpg;0;0;0;0;99.66999;85.58897;0.0002367011;46.24173;3.221388E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_12_150.jpg;0;0;0;0;99.66999;85.58897;0.0002369385;46.24173;3.489254E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_12_216.jpg;0;0;0;0;99.66999;85.58897;0.0002372357;46.24173;3.60856E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_12_283.jpg;0;0;0;0;99.66999;85.58897;0.0002376716;46.24173;3.668604E-06
/Users/evanogletree/RoboND-Python-StarterKit/IMG/robocam_2017_08_17_18_20_12_350.jpg;0;0;0;0;99.66999;85.58897;0.0002380283;46.24173;3.639364E-06
